name_list,address_list,maps_url,place_id,name_google,address_google,phone_local,phone_international,lat,lng,opening_hours,rating,total_ratings,website,business_status
ZUS Coffee – Solaris Mont Kiara,"Lot K-OG-14, Soho KL Mont Kiara, No. 2, Jalan Solaris, Solaris Mont Kiara, 50480, Wilayah Persekutuan Kuala Lumpur","https://www.google.com/maps/place/ZUS+Coffee+-+Solaris+Mont+Kiara/@3.1713833,101.6513288,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4904de6d6a8b:0xa83cb0b4fdaecf74!8m2!3d3.1713833!4d101.6539037!16s%2Fg%2F11vzfl9chx?entry=tts&g_ep=EgoyMDI0MDUxNC4wKgBIAVAD",ChIJi2pt3gRJzDERdM-u_bSwPKg,ZUS Coffee - Solaris Mont Kiara,"Lot K-OG-14, Soho KL Mont Kiara, 2, Jalan Solaris, Solaris Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.1759284,101.6599435,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,3.9,58,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Cyberview 23A, Cyberjaya","Cyberview 23A, Persiaran APEC Cyber 6, 63000 Cyberjaya Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+Cyberview+23A,+Cyberjaya/@2.9138771,101.6551881,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdb70bcfd16395:0x803dd5a4f8f4c93d!8m2!3d2.9138771!4d101.657763!16s%2Fg%2F11vzby46m_?entry=tts&g_ep=EgoyMDI0MDUxNC4wKgBIAVAD",ChIJlWPRzwu3zTERPcn0-KTVPYA,"ZUS Coffee - Cyberview 23A, Cyberjaya","Persiaran APEC, Cyberview 23A, Cyber 6, 63000 Cyberjaya, Selangor, Malaysia",012-816 1340,+60 12-816 1340,2.914418,101.658493,Monday: 9:00 AM – 6:40 PM; Tuesday: 9:00 AM – 6:40 PM; Wednesday: 9:00 AM – 6:40 PM; Thursday: 9:00 AM – 6:40 PM; Friday: 9:00 AM – 6:40 PM; Saturday: 9:00 AM – 6:40 PM; Sunday: 9:00 AM – 6:40 PM,4,37,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Monash University Malaysia,"3124C, Lepak Place, Monash University Malaysia, Jalan Lagoon Selatan, 47500 Bandar Sunway, Selangor Darul Ehsan","https://www.google.com/maps/place/ZUS+Coffee+-+Monash+University+Malaysia/@3.0647158,101.5985685,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4d0065888e8d:0xd3b0de7ccbde9db3!8m2!3d3.0647158!4d101.6011434!16s%2Fg%2F11vx38_pq_?entry=tts&g_ep=EgoyMDI0MDUxNC4wKgBIAVAD",ChIJjY6IZQBNzDERs53ey3zesNM,ZUS Coffee Monash University Malaysia Lepak Place,"Lepak Place Monash University Malaysia, Jalan Lagoon Selatan, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia",,,3.0647158,101.6011434,Monday: 7:00 AM – 7:40 PM; Tuesday: 7:00 AM – 7:40 PM; Wednesday: 7:00 AM – 7:40 PM; Thursday: 7:00 AM – 7:40 PM; Friday: 7:00 AM – 7:40 PM; Saturday: Closed; Sunday: Closed,3.3,27,,OPERATIONAL
ZUS Coffee – Semua House,"GF.04, Ground Floor, Semua House, Jalan Bunus 6, City Centre, 50100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur","https://www.google.com/maps/place/ZUS+Coffee+-+Semua+House/@3.1547039,101.6947883,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc492d97877537:0x6c4cff17ce57729f!8m2!3d3.1547039!4d101.6973632!16s%2Fg%2F11vxh5tds3?entry=tts&g_ep=EgoyMDI0MDUxNC4wKgBIAVAD",ChIJN3WHly1JzDERn3JXzhf_TGw,ZUS Coffee - Semua House,"GF.04, Ground Floor, Semua House, Jalan Bunus 6, City Centre, 50100 Wilayah Persekutuan, Wilayah Persekutuan Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.1550605,101.6972503,Monday: 9:00 AM – 7:40 PM; Tuesday: 9:00 AM – 7:40 PM; Wednesday: 9:00 AM – 7:40 PM; Thursday: 9:00 AM – 7:40 PM; Friday: 9:00 AM – 7:40 PM; Saturday: 9:00 AM – 7:40 PM; Sunday: 9:00 AM – 7:40 PM,4.4,51,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Southville City,"A�G�09 (Ground Floor), Savanna Lifestyle Retail Jalan BBLS 2, Bandar Baru Lembah Selatan, 43800 Dengkil, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+Southville+City/@2.9032797,101.7612318,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdc9dd31d05753:0x21de71a72d804d5!8m2!3d2.9032797!4d101.7638067!16s%2Fg%2F11vzfm5yl8?entry=tts&g_ep=EgoyMDI0MDUxNC4wKgBIAVAD",ChIJU1fQMd3JzTER1QTYchrnHQI,ZUS Coffee - Southville City,"A­G­09 (Ground Floor, Savanna Lifestyle Retail, Jalan BBLS 2, Bandar Baru Lembah Selatan, 43800 Dengkil, Selangor, Malaysia",012-816 1340,+60 12-816 1340,2.9031721,101.762682,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,4,51,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Sekinchan,"No.15 (Ground Floor), Jalan Peria, Pekan Sekinchan, 45400 Sekinchan, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+Sekinchan/@3.5075594,101.1004508,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc9100269a14fb:0x1ddffc16f8792b7!8m2!3d3.5075594!4d101.1030257!16s%2Fg%2F11y4kp0c8f?entry=tts&g_ep=EgoyMDI0MDUxNC4wKgBIAVAD",ChIJ-xSaJgCRzDERt5KHb8H_3QE,ZUS Coffee - Pekan Sekinchan,"No.15 (Ground Floor, Jalan Peria, Pekan Sekinchan, 45400 Sekinchan, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.5075594,101.1030257,Monday: 9:00 AM – 9:40 PM; Tuesday: 9:00 AM – 9:40 PM; Wednesday: 9:00 AM – 9:40 PM; Thursday: 9:00 AM – 9:40 PM; Friday: 9:00 AM – 9:40 PM; Saturday: 9:00 AM – 9:40 PM; Sunday: 9:00 AM – 9:40 PM,4.2,70,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Kompleks PKNS Shah Alam,"Lot G-6 (Ground Floor), Kompleks PKNS Shah Alam, Persiaran Tasik, Seksyen 14, 40000 Shah Alam, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+Kompleks+PKNS+Shah+Alam/@3.0706525,101.514436,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc53f6f2823d5f:0x3032cb58b04f1ca2!8m2!3d3.0706525!4d101.5170109!16s%2Fg%2F11y4561j43?entry=tts&g_ep=EgoyMDI0MDUxNC4wKgBIAVAD",ChIJXz2C8vZTzDERohxPsFjLMjA,ZUS Coffee - Kompleks PKNS Shah Alam,"Kompleks PKNS, Persiaran Tasik, Seksyen 14, 40000 Shah Alam, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.0706525,101.5170109,Monday: 8:00 AM – 9:40 PM; Tuesday: 8:00 AM – 9:40 PM; Wednesday: 8:00 AM – 9:40 PM; Thursday: 8:00 AM – 9:40 PM; Friday: 8:00 AM – 9:40 PM; Saturday: 8:00 AM – 9:40 PM; Sunday: 8:00 AM – 9:40 PM,4,70,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Shah Alam Seksyen 18,"15G (Ground Floor), Jalan Pinang B 18/B, Seksyen 18, 40200 Shah Alam, Selangor","https://www.google.com/maps/place/ZUS+Coffee/@3.0449326,101.5153239,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc530063d3be4b:0xebb1e94751c7e75c!8m2!3d3.0449326!4d101.5178988!16s%2Fg%2F11vz9vy92r?entry=tts&g_ep=EgoyMDI0MDUxNC4wKgBIAVAD",ChIJS77TYwBTzDERXOfHUUfpses,"ZUS Coffee - Seksyen 18, Shah Alam","15G (Ground Floor, Jalan Pinang B 18/B, Seksyen 18, 40200 Shah Alam, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.0449326,101.5178988,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,3.9,63,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – SAMA Square,"G-02 & 02(E), Ground Floor, Same Square, Jalan 1/23c, Kampung Baru Air Panas, 53200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur.","https://www.google.com/maps/place/ZUS+Coffee+-+SAMA+Square/@3.1943125,101.7177973,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc39bcbf2ea29b:0xc3d742f95eaa98b3!8m2!3d3.1943125!4d101.7203722!16s%2Fg%2F11vz8ry2n6?entry=tts&g_ep=EgoyMDI0MDUxNC4wKgBIAVAD",ChIJm6Iuv7w5zDERs5iqXvlC18M,ZUS Coffee - SAMA Square,"G-02 & 02(E), Ground Floor, Same Square, Kampung Baru Air Panas, 53200 Wilayah Persekutuan, Wilayah Persekutuan Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.1938129,101.7206814,Monday: 10:00 AM – 9:40 PM; Tuesday: 10:00 AM – 9:40 PM; Wednesday: 10:00 AM – 9:40 PM; Thursday: 10:00 AM – 9:40 PM; Friday: 10:00 AM – 9:40 PM; Saturday: 10:00 AM – 9:40 PM; Sunday: 10:00 AM – 9:40 PM,4.6,81,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – GM Klang,"A-G-13, Ground Floor, Wholesale City Gm Klang, Jalan Kasuarina 1, Bandar Botanik, 41200 Klang, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+GM+Klang/@2.9911126,101.4476971,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdadfc0e056321:0x8078749df6681195!8m2!3d2.9911126!4d101.450272!16s%2Fg%2F11y40pz64z?entry=tts&g_ep=EgoyMDI0MDUxNC4wKgBIAVAD",ChIJIWMFDvytzTERlRFo9p10eIA,ZUS Coffee - GM Klang,"A-G-13, Ground Floor, Wholesale City Gm Klang, Jalan Kasuarina 1, Bandar Botanik, 41200 Klang, Selangor, Malaysia",012-816 1340,+60 12-816 1340,2.9911126,101.450272,Monday: 9:00 AM – 8:40 PM; Tuesday: 9:00 AM – 8:40 PM; Wednesday: 9:00 AM – 8:40 PM; Thursday: 9:00 AM – 8:40 PM; Friday: 9:00 AM – 8:40 PM; Saturday: 9:00 AM – 8:40 PM; Sunday: 9:00 AM – 8:40 PM,4.2,67,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Prima Saujana, Kajang","No.20 (GF), Jalan Prima Saujana 1/1A, Prima Saujana 43000 Kajang Selangor.","https://www.google.com/maps/place/ZUS+Coffee+-+Prima+Saujana/@3.0069149,101.8032423,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdcd004c472649:0x36757db5da0448b0!8m2!3d3.0069149!4d101.8058172!16s%2Fg%2F11y4kr7jkp?entry=tts&g_ep=EgoyMDI0MDUxNC4wKgBIAVAD",ChIJSSZHTADNzTERsEgE2rV9dTY,"ZUS Coffee - Prima Saujana, Kajang","20 (GF, Jln Prima Saujana 5/4, Prima Saujana, 43000 Kajang, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.0071482,101.8060292,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,3.9,90,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – AEON Mall Bukit Tinggi,"Lot F26, AEON Bukit Tinggi Shopping Centre, 1, Persiaran Batu Nilam 1, KS6, 41200, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+AEON+Mall+Bukit+Tinggi/@2.9944746,101.4421565,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdad0023908051:0xf7efd29589238171!8m2!3d2.9944746!4d101.4447314!16s%2Fg%2F11vwr57q9p?entry=tts&g_ep=EgoyMDI0MDUxNC4wKgBIAVAD",ChIJUYCQIwCtzTERcYEjiZXS7_c,ZUS Coffee - AEON Mall Bukit Tinggi,"Lot F26, AEON Bukit Tinggi Shopping Centre, 1, Persiaran Batu Nilam 1, KS6, 41200 Selangor, Malaysia",012-816 1340,+60 12-816 1340,2.9944746,101.4447314,Monday: 10:00 AM – 9:40 PM; Tuesday: 10:00 AM – 9:40 PM; Wednesday: 10:00 AM – 9:40 PM; Thursday: 10:00 AM – 9:40 PM; Friday: 10:00 AM – 9:40 PM; Saturday: 10:00 AM – 9:40 PM; Sunday: 10:00 AM – 9:40 PM,4,126,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Shah Alam Seksyen 20,"No 18, Jalan Singa D 20/D, Seksyen 20, 40300 Shah Alam, Selangor","https://www.google.com/maps/place/Zus+Coffee/@3.0551536,101.5391705,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4d0067d3f2b5:0xbc43eeb7e35099da!8m2!3d3.0551536!4d101.5417454!16s%2Fg%2F11ldv7q89h?entry=tts&g_ep=EgoyMDI0MDUxNC4wKgBIAVAD",ChIJtfLTZwBNzDER2plQ47fuQ7w,"ZUS Coffee - Seksyen 20, Shah Alam","16, Jalan Singa D 20/D, Seksyen 20, 40300 Shah Alam, Selangor, Malaysia",,,3.0551536,101.5417454,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,4.4,159,,OPERATIONAL
ZUS Coffee – You City III Cheras,"Lot no G-AP-8, Jalan Persiaran You City,Taman Suntex, 43200 Cheras, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+You+City+III+Cheras/@3.072873,101.7603994,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc35005317a68d:0xe3c58cc898113872!8m2!3d3.072873!4d101.7629743!16s%2Fg%2F11vyys2kj6?entry=tts&g_ep=EgoyMDI0MDUxNC4wKgBIAVAD",ChIJjaYXUwA1zDERcjgRmMiMxeM,ZUS Coffee - You City III Cheras,"Lot no G, AP-8, Jalan Persiaran You City, Taman Suntex, 43200 Cheras, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.0730864,101.7628072,Monday: 10:00 AM – 9:40 PM; Tuesday: 10:00 AM – 9:40 PM; Wednesday: 10:00 AM – 9:40 PM; Thursday: 10:00 AM – 9:40 PM; Friday: 10:00 AM – 9:40 PM; Saturday: 10:00 AM – 9:40 PM; Sunday: 10:00 AM – 9:40 PM,4.5,80,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Menara UOA Bangsar,"Lot LGF-8, Lower Ground Floor, 5, Jalan Bangsar Utama 1, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur","https://www.google.com/maps/place/ZUS+Coffee+-+Menara+UOA+Bangsar/@3.1280989,101.6761034,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc493e39bbb6e9:0xcde3cd9c1dde33a6!8m2!3d3.1280989!4d101.6786783!16s%2Fg%2F11vz47pmf4?entry=tts&g_ep=EgoyMDI0MDUxNC4wKgBIAVAD",ChIJ6ba7OT5JzDERpjPeHZzN480,ZUS Coffee - Menara UOA Bangsar,"Lot LGF-8, Lower Ground Floor, 5, Jalan Bangsar Utama 1, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.1275055,101.6784013,Monday: 7:00 AM – 7:40 PM; Tuesday: 7:00 AM – 7:40 PM; Wednesday: 7:00 AM – 7:40 PM; Thursday: 7:00 AM – 7:40 PM; Friday: 7:00 AM – 7:40 PM; Saturday: 7:00 AM – 7:40 PM; Sunday: Closed,4.8,729,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – TTDI Jaya, Shah Alam","No.33 (Ground Floor), Jalan Opera F U2/F, Taman TTDI Jaya, Seksyen U2, 40150 Shah Alam.","https://www.google.com/maps/place/ZUS+Coffee+-+TTDI+Jaya,+Shah+Alam/@3.0974704,101.5533006,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4dc1f54aabb7:0x2fcbd54e91d4be49!8m2!3d3.0974704!4d101.5558755!16s%2Fg%2F11vwk1vbww?coh=210790&entry=tts",ChIJt6tK9cFNzDERSb7UkU7Vyy8,"ZUS Coffee - TTDI Jaya, Shah Alam","No.33 (Ground Floor), Jalan Opera F U2/F, U2, Seksyen, Taman TTDI Jaya, 40150 Shah Alam, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.0974704,101.5558755,Monday: 7:00 AM – 9:40 PM; Tuesday: 7:00 AM – 9:40 PM; Wednesday: 7:00 AM – 9:40 PM; Thursday: 7:00 AM – 9:40 PM; Friday: 7:00 AM – 9:40 PM; Saturday: 7:00 AM – 9:40 PM; Sunday: 7:00 AM – 9:40 PM,4.4,72,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Citta Mall,"G-48 7 G-48A, Ground Floor, Citta Mall, 1, Jalan PJU 1a/48, Ara Damansara, 47301 Petaling Jaya, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+Citta+Mall/@3.1127129,101.5779783,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4d00423d379d:0x7b1a683fa215e96e!8m2!3d3.1127129!4d101.5805532!16s%2Fg%2F11vwfms58q?coh=210790&entry=tts",ChIJnTc9QgBNzDERbukVoj9oGns,ZUS Coffee - Citta Mall,"G-48 7 G-48A, Ground Floor, Citta Mall, 1, Jalan PJU 1a/48, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.1126524,101.579201,Monday: 8:00 AM – 9:40 PM; Tuesday: 8:00 AM – 9:40 PM; Wednesday: 8:00 AM – 9:40 PM; Thursday: 8:00 AM – 9:40 PM; Friday: 8:00 AM – 9:40 PM; Saturday: 8:00 AM – 9:40 PM; Sunday: 8:00 AM – 9:40 PM,3.6,139,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Cubic Botanical, Pantai Dalam","No. R2-1 (Lower Ground Floor), Residensi Rimba Pantai Dalam, No. 6, Jalan Pantai Sentral 3, Pantai Dalam, 59200 Kuala Lumpur","https://www.google.com/maps/place/ZUS+Coffee+-+Cubic+Botanical,+Pantai+Dalam/@3.0931139,101.6640875,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc4b007c6f4cbd:0xc0e1da73c845e75a!8m2!3d3.0931139!4d101.6666624!16s%2Fg%2F11vt80r0lw?coh=210790&entry=tts",ChIJvUxvfABLzDERWudFyHPa4cA,ZUS Coffee • Cubic Botanical • Pantai Dalam,"Lower Ground Floor, No. R2-1, Residensi Rimba, 6, Jln Pantai Sentral 3, Pantai Dalam, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.0934433,101.6666543,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,4.1,43,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – TTDI Grove Kajang,"No. 26, JALAN TTDI GROVE 1/1, 43000 KAJANG, SELANGOR","https://www.google.com/maps/place/ZUS+Coffee+-+TTDI+Grove+Kajang/@2.9977838,101.8096061,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdcd33562defab:0x5711b32589e30657!8m2!3d2.9977838!4d101.812181!16s%2Fg%2F11vt4mt24d?coh=210790&entry=tts",ChIJq-8tVjPNzTERVwbjiSWzEVc,"ZUS Coffee - TTDI Grove, Kajang","No. 26 (Ground Floor, Jalan TTDI Grove 1/1, 43000 Kajang, Selangor, Malaysia",012-816 1340,+60 12-816 1340,2.9977838,101.812181,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,4.7,67,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Jenjarom,"No. 37 (Ground Floor), Jalan 2/1, Taman Seri Jaromas, 42600 Jenjarom","https://www.google.com/maps/place/ZUS+Coffee+-+Jenjarom/@3.6722463,100.9757434,17z/data=!3m1!4b1!4m6!3m5!1s0x31cca1f6cf74167b:0xede9d5e2acf1d1df!8m2!3d3.6722463!4d100.9783183!16s%2Fg%2F11vt7k7p14?entry=tts",ChIJexZ0z_ahzDER39HxrOLV6e0,ZUS Coffee - Jenjarom,"No. 37 (Ground Floor, Jalan 2/1, Taman Seri Jaromas, 42600 Jenjarom, Selangor, Malaysia",012-816 1340,+60 12-816 1340,2.8752012,101.5024696,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,4.1,75,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Suasana PjH Presint 2,"Unit A-G-R10 & A-G-R11, Block A, Suasana PjH, Jalan Tun Abdul Razak, Presint 2, 62100 Putrajaya","https://www.google.com/maps/place/ZUS+Coffee+-+Suasana+PjH+Presint+2/@2.925546,101.6845442,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdb76ace8fe859:0x6c8fbb5084c6dde7!8m2!3d2.925546!4d101.6871191!16s%2Fg%2F11vr1nvgsg?entry=tts",ChIJWeiPzmq3zTER593GhFC7j2w,"ZUS Coffee - Suasana PjH, Putrajaya","Unit A-G-R10 & A-G-R11, Block A, Suasana PjH, Jalan Tun Abdul Razak, Presint 2, 62100 Putrajaya, Wilayah Persekutuan Putrajaya, Malaysia",012-816 1340,+60 12-816 1340,2.925546,101.6871191,Monday: 7:00 AM – 6:40 PM; Tuesday: 7:00 AM – 6:40 PM; Wednesday: 7:00 AM – 6:40 PM; Thursday: 7:00 AM – 6:40 PM; Friday: 7:00 AM – 6:40 PM; Saturday: 7:00 AM – 6:40 PM; Sunday: 7:00 AM – 6:40 PM,3.9,126,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Plaza Low yat,"Plaza Low Yat, Lot LG-04 & 05, Lower Ground Floor, 7, Jalan Bintang, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur","https://www.google.com/maps/place/ZUS+Coffee+-+Plaza+Low+Yat/@3.1440808,101.7072791,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc377b6bdd09c1:0x139b96f811dc01d8!8m2!3d3.1440808!4d101.709854!16s%2Fg%2F11ldkk28lr?entry=tts",ChIJwQnda3s3zDER2AHcEfiWmxM,ZUS Coffee - Plaza Low Yat,"Lot LG-04 & 05, Lower Ground Floor, Plaza Low Yat, 7, Jalan Bintang, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",012-816 1340,+60 12-816 1340,3.1440808,101.709854,Monday: 10:00 AM – 9:40 PM; Tuesday: 10:00 AM – 9:40 PM; Wednesday: 10:00 AM – 9:40 PM; Thursday: 10:00 AM – 9:40 PM; Friday: 10:00 AM – 9:40 PM; Saturday: 10:00 AM – 9:40 PM; Sunday: 10:00 AM – 9:40 PM,4.2,50,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Selera Putra, Souq Putrajaya","Lot G-005, Selera Putra, Souq Putrajaya, Presint 1, 62000 Putrajaya","https://www.google.com/maps/place/ZUS+Coffee+-+Selera+Putra,+Souq+Putrajaya/@2.9344772,101.6872196,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdb72d942d3113:0x8a3b3666322ed986!8m2!3d2.9344772!4d101.6897945!16s%2Fg%2F11vsrskgr8?entry=tts",ChIJEzEtlC23zTERhtkuMmY2O4o,"ZUS Coffee - Selera Putra, Souq Putrajaya","Lot G-005, Selera Putra, Souq, Presint 1, 62000 Putrajaya, Wilayah Persekutuan Putrajaya, Malaysia",012-816 1340,+60 12-816 1340,2.9344772,101.6897945,Monday: 9:00 AM – 8:40 PM; Tuesday: 9:00 AM – 8:40 PM; Wednesday: 9:00 AM – 8:40 PM; Thursday: 9:00 AM – 8:40 PM; Friday: 9:00 AM – 8:40 PM; Saturday: 9:00 AM – 8:40 PM; Sunday: 9:00 AM – 8:40 PM,3.5,100,https://zuscoffee.com/,OPERATIONAL
ZUS Coffee – Plaza Shah Alam,"S19, Second Floor, Jalan Tengku Ampuan Zabedah E 9/E, Seksyen 9, 40100 Shah Alam, Selangor","https://www.google.com/maps/place/ZUS+Coffee+-+Plaza+Shah+Alam/@3.0855276,101.520337,17z/data=!3m1!4b1!4m6!3m5!1s0x31cc533bd4a938df:0x3490ffb7e528f4d8!8m2!3d3.0855276!4d101.5229119!16s%2Fg%2F11vsrsxk_6?entry=tts",ChIJ3zip1DtTzDER2PQo5bf_kDQ,ZUS Coffee - Plaza Shah Alam,"S19, Second Floor, Jl. Tengku Ampuan Zabedah E 9/E, Seksyen 9, 40100 Shah Alam, Selangor, Malaysia",012-816 1340,+60 12-816 1340,3.0846541,101.5233959,Monday: 9:00 AM – 9:40 PM; Tuesday: 9:00 AM – 9:40 PM; Wednesday: 9:00 AM – 9:40 PM; Thursday: 9:00 AM – 9:40 PM; Friday: 9:00 AM – 9:40 PM; Saturday: 9:00 AM – 9:40 PM; Sunday: 9:00 AM – 9:40 PM,4.2,56,https://zuscoffee.com/,OPERATIONAL
"ZUS Coffee – Vista Bangi, Jalan Reko","1-06 (Ground Floor) Vista Bangi, Jalan Reko, 43000 Kajang, Selangor.","https://www.google.com/maps/place/ZUS+Coffee+-+Vista+Bangi+Jalan+Reko/@2.945283,101.7827977,17z/data=!3m1!4b1!4m6!3m5!1s0x31cdc9e90c7a8e31:0xa06197d423f5253e!8m2!3d2.945283!4d101.7853726!16s%2Fg%2F11y2w2wfvb?entry=tts",ChIJMY56DOnJzTERPiX1I9SXYaA,"ZUS Coffee - Vista Bangi, Jalan Reko","1-06 (Ground Floor, Vista Bangi, Jln TB 1/1, 43000 Kajang, Selangor, Malaysia",012-816 1340,+60 12-816 1340,2.9453071,101.7852827,Monday: 7:00 AM – 10:40 PM; Tuesday: 7:00 AM – 10:40 PM; Wednesday: 7:00 AM – 10:40 PM; Thursday: 7:00 AM – 10:40 PM; Friday: 7:00 AM – 10:40 PM; Saturday: 7:00 AM – 10:40 PM; Sunday: 7:00 AM – 10:40 PM,3.7,98,https://zuscoffee.com/,OPERATIONAL
